Publisher,Keyword,Ad Group,Keyword Type,Clicks,Impressions,CTR,Avg CPC,Total Advertising Cost,Avg Position,Conversions,Revenue per Conversion,Total Revenue
MSN-Global,indoor kids games,kids games-MG,exact,1,529,0.19%,0.63,0.63,6.23,0,91.80,0.00
MSN-Global,cabbage patch kids games,kids games-MG,broad,1,91,1.10%,0.83,0.83,1.28,0,78.11,0.00
MSN-Global,funny kids games,kids games-MG,phrase,2,165,1.21%,1.44,2.88,2.23,1,86.45,86.45
MSN-Global,kids games free online games,kids games-MG,broad,1,66,1.52%,1.13,1.13,2.69,1,110.22,110.22
MSN-Global,learning kids games,kids games-MG,phrase,0,47,0.00%,0.00,0.00,4.15,0,121.03,0.00
MSN-Global,www pbs kids games,kids games-MG,exact,0,25,0.00%,0.00,0.00,9.03,0,110.70,0.00
MSN-Global,free online preschool kids games,kids games-MG,phrase,0,34,0.00%,0.00,0.00,9.30,0,109.57,0.00
MSN-Global,xbox 360 kids games,kids games-MG,phrase,1,130,0.77%,0.74,0.74,6.79,1,87.92,87.92
MSN-Global,wwe kids games online,kids games-MG,broad,4,231,1.73%,0.94,3.76,1.41,4,115.77,463.09
MSN-Global,mario kids games,kids games-MG,exact,0,85,0.00%,0.00,0.00,2.72,0,86.57,0.00
MSN-Global,free pbs kids games,kids games-MG,broad,0,631,0.00%,0.00,0.00,9.44,0,90.01,0.00
MSN-Global,free kids games to play,kids games-MG,exact,0,45,0.00%,0.00,0.00,3.70,0,81.44,0.00
MSN-Global,fun kids games online free,kids games-MG,phrase,2,275,0.73%,1.97,3.94,3.05,2,102.29,204.59
MSN-Global,spy kids games online,kids games-MG,exact,1,61,1.64%,1.10,1.10,1.85,1,118.52,118.52
MSN-Global,wb kids games,kids games-MG,exact,0,60,0.00%,0.00,0.00,2.10,0,85.32,0.00
MSN-Global,virtual kids games,kids games-MG,phrase,0,33,0.00%,0.00,0.00,8.43,0,102.75,0.00
MSN-Global,science kids games,kids games-MG,phrase,0,68,0.00%,0.00,0.00,3.95,0,81.37,0.00
MSN-Global,download free kids games,kids games-MG,broad,0,26,0.00%,0.00,0.00,7.69,0,120.29,0.00
MSN-Global,free kids games disney,kids games-MG,exact,1,66,1.52%,1.18,1.18,1.58,0,95.97,0.00
MSN-Global,mini kids games,kids games-MG,phrase,0,32,0.00%,0.00,0.00,4.71,0,103.51,0.00
MSN-Global,educational kids games online,kids games-MG,broad,2,188,1.06%,1.27,2.54,1.96,1,92.62,92.62
MSN-US,bbc kids games,kids games-MU,exact,4,177,2.26%,0.29,1.16,1.07,4,83.95,335.80
MSN-US,kids games pacman,kids games-MU,phrase,0,246,0.00%,0.00,0.00,1.94,0,89.54,0.00
MSN-US,nasa kids games,kids games-MU,broad,0,25,0.00%,0.00,0.00,9.81,0,95.78,0.00
MSN-US,search kids games,kids games-MU,phrase,0,41,0.00%,0.00,0.00,6.84,0,120.42,0.00
MSN-US,on line kids games,kids games-MU,broad,0,64,0.00%,0.00,0.00,3.44,0,81.96,0.00
MSN-US,dino kids games,kids games-MU,broad,1,62,1.61%,0.70,0.70,2.59,1,112.59,112.59
MSN-US,best kids games online,kids games-MU,broad,1,78,1.28%,1.53,1.53,1.82,0,104.75,0.00
MSN-US,play kids games online for free,kids games-MU,exact,0,29,0.00%,0.00,0.00,7.19,0,76.01,0.00
MSN-US,cool kids games online,kids games-MU,phrase,0,23,0.00%,0.00,0.00,9.99,0,120.88,0.00
MSN-US,4 kids games,kids games-MU,exact,0,41,0.00%,0.00,0.00,4.05,0,88.95,0.00
MSN-US,dora kids games,kids games-MU,broad,0,32,0.00%,0.00,0.00,2.72,0,98.06,0.00
MSN-US,pbs kids games go,kids games-MU,exact,0,18,0.00%,0.00,0.00,6.28,0,117.15,0.00
MSN-US,fun free kids games,kids games-MU,phrase,3,174,1.72%,1.81,5.43,1.59,1,121.69,121.69
MSN-US,internet kids games,kids games-MU,exact,4,363,1.10%,2.08,8.32,1.97,1,76.41,76.41
MSN-US,christian kids games,kids games-MU,broad,0,102,0.00%,0.00,0.00,7.65,0,106.75,0.00
MSN-US,interactive kids games,kids games-MU,exact,1,194,0.52%,0.50,0.50,3.57,0,116.96,0.00
MSN-US,play free kids games,kids games-MU,phrase,0,53,0.00%,0.00,0.00,2.59,0,79.19,0.00
MSN-US,eco kids games,kids games-MU,broad,0,36,0.00%,0.00,0.00,4.08,0,98.59,0.00
MSN-US,free internet kids games,kids games-MU,exact,0,48,0.00%,0.00,0.00,4.73,0,103.29,0.00
MSN-US,fox kids games,kids games-MU,broad,1,56,1.79%,0.99,0.99,2.01,0,125.70,0.00
MSN-US,easy kids games online,kids games-MU,exact,0,46,0.00%,0.00,0.00,6.24,0,85.67,0.00
MSN-US,little kids games online,kids games-MU,broad,0,24,0.00%,0.00,0.00,4.58,0,86.61,0.00
MSN-US,planets for kids games,kids games-MU,broad,0,18,0.00%,0.00,0.00,6.23,0,123.50,0.00
MSN-US,best kids games,kids games-MU,phrase,1,97,1.03%,0.55,0.55,1.85,1,116.75,116.75
MSN-US,www.kids games,kids games-MU,phrase,0,52,0.00%,0.00,0.00,2.22,0,110.83,0.00
MSN-US,spiderman kids games,kids games-MU,broad,0,44,0.00%,0.00,0.00,3.12,0,90.63,0.00
MSN-US,psp kids games,kids games-MU,broad,7,632,1.11%,1.38,9.66,1.43,3,118.42,355.25
MSN-US,online kids games free,kids games-MU,broad,0,16,0.00%,0.00,0.00,6.36,0,83.67,0.00
MSN-US,free kids games online to play,kids games-MU,phrase,0,19,0.00%,0.00,0.00,4.75,0,113.44,0.00
MSN-US,learn4good kids games,kids games-MU,exact,1,107,0.93%,0.38,0.38,4.22,1,111.07,111.07
MSN-US,hasbro kids games,kids games-MU,exact,1,107,0.93%,0.89,0.89,3.35,1,92.10,92.10
MSN-US,fun online kids games,kids games-MU,phrase,1,100,1.00%,1.93,1.93,1.74,0,87.07,0.00
MSN-US,little kids games free,kids games-MU,phrase,0,12,0.00%,0.00,0.00,7.90,0,107.77,0.00
MSN-US,dress up kids games,kids games-MU,broad,0,42,0.00%,0.00,0.00,4.28,0,103.70,0.00
MSN-US,computer kids games,kids games-MU,broad,0,78,0.00%,0.00,0.00,2.56,0,114.69,0.00
MSN-US,free kids games educational,kids games-MU,phrase,0,52,0.00%,0.00,0.00,4.85,0,86.98,0.00
MSN-US,kids games online for free preschool,kids games-MU,exact,0,40,0.00%,0.00,0.00,4.98,0,90.80,0.00
MSN-US,small kids games,kids games-MU,broad,0,37,0.00%,0.00,0.00,7.06,0,76.49,0.00
MSN-US,pb kids games,kids games-MU,phrase,3,106,2.83%,1.07,3.21,1.30,3,104.99,314.97
MSN-US,free kids games downloads,kids games-MU,broad,0,51,0.00%,0.00,0.00,4.67,0,119.23,0.00
MSN-US,new kids games,kids games-MU,phrase,1,61,1.64%,0.96,0.96,1.61,1,99.28,99.28
MSN-US,kids games online for free boys,kids games-MU,broad,0,42,0.00%,0.00,0.00,2.58,0,107.37,0.00
MSN-US,fun for kids games,kids games-MU,phrase,0,87,0.00%,0.00,0.00,4.21,0,111.60,0.00
MSN-US,sonic kids games,kids games-MU,phrase,2,102,1.96%,0.71,1.42,1.62,1,112.01,112.01
MSN-US,free kids games on line,kids games-MU,broad,0,42,0.00%,0.00,0.00,5.49,0,104.96,0.00
MSN-US,cbc kids games,kids games-MU,broad,1,85,1.18%,0.38,0.38,2.15,0,80.02,0.00
MSN-US,free kids games download,kids games-MU,broad,1,287,0.35%,1.79,1.79,6.97,0,117.46,0.00
MSN-US,free online educational kids games,kids games-MU,phrase,0,165,0.00%,0.00,0.00,7.39,0,91.04,0.00
MSN-US,educational kids games free,kids games-MU,exact,1,85,1.18%,1.57,1.57,2.10,0,120.90,0.00
MSN-US,free online kids games for preschoolers,kids games-MU,phrase,0,199,0.00%,0.00,0.00,1.19,0,111.38,0.00
Yahoo-US,maths kids games,kids games -YU,broad,14,1197,1.17%,0.88,12.32,1.06,2,77.94,155.88
Yahoo-US,free download kids games,kids games -YU,phrase,0,21,0.00%,0.00,0.00,9.74,0,106.56,0.00
Yahoo-US,preschool kids games online,kids games -YU,exact,0,38,0.00%,0.00,0.00,4.76,0,109.96,0.00
Yahoo-US,kids games for free online,kids games -YU,broad,0,54,0.00%,0.00,0.00,4.94,0,116.35,0.00
Yahoo-US,abc for kids games,kids games -YU,broad,0,42,0.00%,0.00,0.00,4.45,0,90.34,0.00
Yahoo-US,abc kids games,kids games -YU,phrase,0,34,0.00%,0.00,0.00,9.63,0,95.95,0.00
Yahoo-US,kids games puzzles,kids games -YU,exact,1,68,1.47%,1.01,1.01,5.31,0,92.93,0.00
Yahoo-US,kids games download,kids games -YU,phrase,21,1116,1.88%,1.66,34.86,2.49,3,90.72,272.15
Yahoo-US,ask kids games,kids games -YU,broad,0,58,0.00%,0.00,0.00,3.53,0,100.37,0.00
Yahoo-US,kids games for boys,kids games -YU,exact,1,168,0.60%,1.33,1.33,4.66,0,107.01,0.00
Yahoo-US,100 kids games,kids games -YU,broad,0,27,0.00%,0.00,0.00,6.50,0,104.84,0.00
Yahoo-US,girls kids games,kids games -YU,broad,0,50,0.00%,0.00,0.00,7.22,0,98.07,0.00
Yahoo-US,kids games free net index,kids games -YU,exact,0,98,0.00%,0.00,0.00,2.42,0,88.60,0.00
Yahoo-US,school kids games,kids games -YU,phrase,0,60,0.00%,0.00,0.00,3.71,0,102.81,0.00
Yahoo-US,play kids games online free,kids games -YU,phrase,5,540,0.93%,1.65,8.25,4.06,1,118.29,118.29
Yahoo-US,free kids games to download,kids games -YU,broad,5,137,3.65%,1.61,8.05,1.19,1,108.04,108.04
Yahoo-US,easy kids games free online,kids games -YU,exact,0,45,0.00%,0.00,0.00,3.50,0,81.32,0.00
Yahoo-US,baby kids games,kids games -YU,phrase,0,26,0.00%,0.00,0.00,5.87,0,91.63,0.00
Yahoo-US,wwe kids games,kids games -YU,exact,1,528,0.19%,1.13,1.13,2.17,0,96.63,0.00
Yahoo-US,smart kids games,kids games -YU,exact,2,196,1.02%,0.98,1.96,1.11,0,125.72,0.00
Yahoo-US,kids games to download,kids games -YU,phrase,0,40,0.00%,0.00,0.00,3.69,0,103.81,0.00
Yahoo-US,encarta kids games,kids games -YU,exact,1,58,1.72%,2.45,2.45,2.99,0,92.99,0.00
Yahoo-US,abc kids games disney,kids games -YU,exact,0,29,0.00%,0.00,0.00,9.06,0,125.13,0.00
Yahoo-US,for kids games,kids games -YU,exact,0,56,0.00%,0.00,0.00,2.30,0,94.60,0.00
Yahoo-US,raz kids games,kids games -YU,broad,0,101,0.00%,0.00,0.00,4.36,0,87.70,0.00
Yahoo-US,kids games free download,kids games -YU,exact,11,584,1.88%,1.49,16.39,2.20,2,113.11,226.23
Yahoo-US,spy kids games to play,kids games -YU,phrase,0,32,0.00%,0.00,0.00,3.39,0,76.94,0.00
Yahoo-US,muslim kids games,kids games -YU,phrase,0,54,0.00%,0.00,0.00,7.02,0,122.07,0.00
Yahoo-US,tom and jerry kids games,kids games -YU,exact,2,147,1.36%,0.10,0.20,2.04,0,25.03,0.00
Yahoo-US,free kids games download full version,kids games -YU,broad,1,189,0.53%,1.16,1.16,3.71,0,99.51,0.00
Yahoo-US,tvo kids games,kids games -YU,exact,4,265,1.51%,0.17,0.68,1.24,1,30.62,30.62
Yahoo-US,online kids games age 5,kids games -YU,exact,0,75,0.00%,0.00,0.00,3.68,0,94.94,0.00
Yahoo-US,play free online kids games,kids games -YU,phrase,3,128,2.34%,0.20,0.60,1.21,0,99.38,0.00
Yahoo-US,ask kids games.com,kids games -YU,broad,5,362,1.38%,1.13,5.65,1.86,1,78.87,78.87
Yahoo-US,cbbc kids games,kids games -YU,broad,6,167,3.59%,1.29,7.74,1.34,1,80.32,80.32
Yahoo-US,games kids games,kids games -YU,broad,0,22,0.00%,0.00,0.00,7.93,0,85.36,0.00
Yahoo-US,kids games free download full version,kids games -YU,exact,1,94,1.06%,0.99,0.99,6.35,0,72.51,0.00
Yahoo-US,kids games racing games,kids games -YU,broad,0,46,0.00%,0.00,0.00,4.30,0,76.40,0.00
Yahoo-US,abc kids games free,kids games -YU,phrase,1,139,0.72%,0.97,0.97,1.48,0,74.40,0.00
Yahoo-US,nfl kids games,kids games -YU,exact,0,55,0.00%,0.00,0.00,3.98,0,73.71,0.00
Yahoo-US,healthy eating for kids games,kids games -YU,phrase,0,32,0.00%,0.00,0.00,4.08,0,78.78,0.00
Yahoo-US,reading for kids games,kids games -YU,exact,0,63,0.00%,0.00,0.00,1.71,0,26.22,0.00
Yahoo-US,free-kids-games.com,kids games -YU,broad,1,64,1.56%,0.66,0.66,3.35,0,49.34,0.00
Yahoo-US,healthy kids games,kids games -YU,exact,0,128,0.00%,0.00,0.00,1.40,0,75.17,0.00
Yahoo-US,abc kids games and activities,kids games -YU,broad,1,334,0.30%,1.06,1.06,6.45,0,41.82,0.00
Yahoo-US,kids games,kids games -YU,phrase,0,152,0.00%,0.00,0.00,1.25,0,99.37,0.00
Yahoo-US,pbs kids games,kids games -YU,exact,1,178,0.56%,1.20,1.20,3.53,0,80.76,0.00
Yahoo-US,free kids games,kids games -YU,phrase,1,223,0.45%,1.73,1.73,3.97,0,39.10,0.00
Yahoo-US,free kids games online,kids games -YU,exact,0,40,0.00%,0.00,0.00,4.09,0,38.07,0.00
Yahoo-US,fun kids games,kids games -YU,exact,0,153,0.00%,0.00,0.00,2.72,0,90.19,0.00
Yahoo-US,online kids games for free,kids games -YU,broad,0,39,0.00%,0.00,0.00,4.22,0,94.73,0.00
Yahoo-US,kids games online for free,kids games -YU,broad,0,35,0.00%,0.00,0.00,9.84,0,31.36,0.00
Yahoo-US,free online kids games,kids games -YU,broad,0,29,0.00%,0.00,0.00,5.23,0,90.67,0.00
Yahoo-US,online kids games,kids games -YU,broad,1,1387,0.07%,0.75,0.75,8.59,1,25.59,25.59
Yahoo-US,play kids games,kids games -YU,broad,0,66,0.00%,0.00,0.00,7.92,0,48.32,0.00
Yahoo-US,free kids games for boys,kids games -YU,broad,14,671,2.09%,1.38,19.32,1.18,3,68.01,204.03
Yahoo-US,free kids games for girls,kids games -YU,phrase,0,41,0.00%,0.00,0.00,6.58,0,25.63,0.00
Yahoo-US,si kids games,kids games -YU,phrase,1,71,1.41%,0.60,0.60,1.75,1,48.56,48.56
Yahoo-US,little kids games,kids games -YU,broad,1,82,1.22%,1.10,1.10,2.94,0,30.54,0.00
Yahoo-US,kids games preschool,kids games -YU,exact,1,51,1.96%,1.43,1.43,4.26,0,40.35,0.00
Yahoo-US,all kids games,kids games -YU,phrase,3,250,1.20%,1.52,4.56,3.32,1,67.33,67.33
Yahoo-US,spy kids games,kids games -YU,broad,1,69,1.45%,1.03,1.03,1.94,1,84.72,84.72
Yahoo-US,kids games to play,kids games -YU,phrase,3,132,2.27%,0.52,1.56,1.64,1,46.08,46.08
Yahoo-US,national geographic kids games,kids games -YU,broad,4,122,3.28%,1.84,7.36,1.31,4,44.91,179.64
Yahoo-US,preschool kids games,kids games -YU,broad,0,35,0.00%,0.00,0.00,6.74,0,25.47,0.00
Yahoo-US,free online kids games to play,kids games -YU,phrase,0,32,0.00%,0.00,0.00,9.47,0,78.24,0.00
Yahoo-US,free online kids games for boys,kids games -YU,broad,2,167,1.20%,1.00,2.00,1.56,2,68.63,137.26
Yahoo-US,easy kids games,kids games -YU,phrase,0,33,0.00%,0.00,0.00,8.28,0,64.12,0.00
Yahoo-US,kids games free,kids games -YU,broad,0,28,0.00%,0.00,0.00,8.40,0,25.13,0.00
Yahoo-US,kids games online free,kids games -YU,exact,0,27,0.00%,0.00,0.00,9.84,0,97.71,0.00
Yahoo-US,educational kids games,kids games -YU,broad,0,41,0.00%,0.00,0.00,4.20,0,96.63,0.00
Yahoo-US,batman kids games,kids games -YU,exact,0,110,0.00%,0.00,0.00,7.75,0,76.28,0.00
Yahoo-US,kids games online,kids games -YU,broad,0,50,0.00%,0.00,0.00,9.12,0,93.05,0.00
Yahoo-US,kids games for free,kids games -YU,broad,1,106,0.94%,0.81,0.81,2.19,0,88.63,0.00
Yahoo-US,kids games websites,kids games -YU,broad,0,57,0.00%,0.00,0.00,3.21,0,56.51,0.00
Yahoo-US,online free kids games,kids games -YU,exact,1,130,0.77%,0.87,0.87,3.81,0,76.03,0.00
Yahoo-US,cool kids games,kids games -YU,broad,1,67,1.49%,0.72,0.72,2.34,0,96.16,0.00
Yahoo-US,fun kids games online,kids games -YU,exact,0,31,0.00%,0.00,0.00,5.52,0,51.39,0.00
Yahoo-US,free online kids games for girls,kids games -YU,exact,0,20,0.00%,0.00,0.00,5.52,0,54.30,0.00
Yahoo-US,kids games for girls,kids games -YU,exact,1,285,0.35%,1.85,1.85,1.69,0,86.18,0.00
Yahoo-US,big kids games,kids games -YU,phrase,6,504,1.19%,1.22,7.32,2.58,1,29.78,29.78
Yahoo-US,nick jr kids games,kids games -YU,phrase,0,30,0.00%,0.00,0.00,7.09,0,61.30,0.00
Yahoo-US,disney kids games,kids games -YU,exact,1,91,1.10%,0.10,0.10,2.34,0,42.60,0.00
Yahoo-US,free downloadable kids games,kids games -YU,phrase,1,59,1.69%,0.77,0.77,2.62,0,71.36,0.00
Yahoo-US,just kids games,kids games -YU,exact,0,24,0.00%,0.00,0.00,6.34,0,50.85,0.00
Yahoo-US,kids games free online,kids games -YU,phrase,0,30,0.00%,0.00,0.00,7.40,0,59.67,0.00
Yahoo-US,download kids games,kids games -YU,phrase,0,100,0.00%,0.00,0.00,1.69,0,42.62,0.00
Yahoo-US,pbs kids games online,kids games -YU,exact,0,921,0.00%,0.00,0.00,1.51,0,78.36,0.00
Yahoo-US,halloween kids games,kids games -YU,broad,1,279,0.36%,0.67,0.67,2.57,0,100.46,0.00
Yahoo-US,star wars kids games,kids games -YU,broad,0,40,0.00%,0.00,0.00,9.47,0,97.96,0.00
Yahoo-US,kids games disney,kids games -YU,phrase,6,220,2.73%,1.99,11.94,1.57,1,91.14,91.14
Yahoo-US,kids games on line,kids games -YU,phrase,1,65,1.54%,0.67,0.67,2.33,0,59.04,0.00
Yahoo-US,surf net kids games,kids games -YU,broad,0,51,0.00%,0.00,0.00,3.23,0,72.76,0.00
Yahoo-US,science for kids games,kids games -YU,broad,1,85,1.18%,1.92,1.92,2.95,1,60.64,60.64
Yahoo-US,free kids games online preschool,kids games -YU,broad,0,106,0.00%,0.00,0.00,1.82,0,61.59,0.00
Yahoo-US,pacman kids games,kids games -YU,phrase,0,50,0.00%,0.00,0.00,4.12,0,68.51,0.00
Yahoo-US,christmas kids games,kids games -YU,broad,0,60,0.00%,0.00,0.00,6.71,0,43.67,0.00
Yahoo-US,safe kids games,kids games -YU,phrase,0,31,0.00%,0.00,0.00,8.24,0,98.71,0.00
Yahoo-US,free kids games online for boys,kids games -YU,exact,1,118,0.85%,1.20,1.20,1.33,0,37.46,0.00
Yahoo-US,free fun kids games,kids games -YU,exact,0,139,0.00%,0.00,0.00,3.15,0,64.86,0.00
Yahoo-US,play kids games online,kids games -YU,exact,0,24,0.00%,0.00,0.00,7.78,0,28.31,0.00
Yahoo-US,play free kids games online,kids games -YU,phrase,3,373,0.80%,0.63,1.89,1.32,0,27.31,0.00
Yahoo-US,young kids games,kids games -YU,phrase,0,39,0.00%,0.00,0.00,4.61,0,46.01,0.00
Yahoo-US,kids games for birthday parties,kids games -YU,phrase,0,26,0.00%,0.00,0.00,5.88,0,85.70,0.00
Yahoo-US,google kids games,kids games -YU,exact,0,86,0.00%,0.00,0.00,5.00,0,84.89,0.00
Yahoo-US,good kids games,kids games -YU,broad,0,36,0.00%,0.00,0.00,6.52,0,65.41,0.00
Yahoo-US,downloadable kids games,kids games -YU,broad,2,101,1.98%,0.77,1.54,2.40,0,39.18,0.00
Yahoo-US,football kids games,kids games -YU,broad,0,106,0.00%,0.00,0.00,2.28,0,46.76,0.00
Yahoo-US,bratz kids games,kids games -YU,broad,0,24,0.00%,0.00,0.00,7.70,0,44.56,0.00
Yahoo-US,kids games online preschool,kids games -YU,phrase,0,48,0.00%,0.00,0.00,3.95,0,71.31,0.00
Yahoo-US,marvel kids games,kids games -YU,exact,0,35,0.00%,0.00,0.00,3.51,0,82.93,0.00
Yahoo-US,pbs kids games caillou,kids games -YU,phrase,1,106,0.94%,1.28,1.28,3.66,0,47.45,0.00
Yahoo-US,outdoor kids games,kids games -YU,broad,0,85,0.00%,0.00,0.00,2.95,0,301.32,0.00
Yahoo-US,kids games arcade,kids games -YU,exact,0,70,0.00%,0.00,0.00,2.23,0,200.29,0.00
Yahoo-US,math kids games,kids games -YU,phrase,0,649,0.00%,0.00,0.00,4.47,0,131.68,0.00
Yahoo-US,indoor kids games,kids games -YU,broad,0,41,0.00%,0.00,0.00,3.98,0,293.74,0.00
Yahoo-US,cabbage patch kids games,kids games -YU,broad,0,42,0.00%,0.00,0.00,3.95,0,348.08,0.00
Yahoo-US,funny kids games,kids games -YU,exact,0,82,0.00%,0.00,0.00,4.31,0,101.96,0.00
Yahoo-US,kids games free online games,kids games -YU,broad,1,618,0.16%,1.69,1.69,1.79,1,335.22,335.22
Yahoo-US,learning kids games,kids games -YU,broad,1,118,0.85%,1.20,1.20,2.27,0,127.47,0.00
Yahoo-US,www pbs kids games,kids games -YU,exact,1,79,1.27%,1.26,1.26,1.63,0,195.04,0.00
Yahoo-US,free online preschool kids games,kids games -YU,phrase,1,89,1.12%,1.44,1.44,3.17,0,191.64,0.00
Yahoo-US,xbox 360 kids games,kids games -YU,exact,3,111,2.70%,0.10,0.30,1.09,1,142.32,142.32
Yahoo-US,wwe kids games online,kids games -YU,phrase,1,58,1.72%,0.91,0.91,4.14,0,262.30,0.00
Yahoo-US,mario kids games,kids games -YU,phrase,2,321,0.62%,0.82,1.64,9.92,1,202.73,202.73
Yahoo-US,free pbs kids games,kids games -YU,broad,1,357,0.28%,1.15,1.15,7.66,0,347.27,0.00
Yahoo-US,free kids games to play,kids games -YU,exact,0,29,0.00%,0.00,0.00,4.96,0,372.88,0.00
Yahoo-US,fun kids games online free,kids games -YU,phrase,0,57,0.00%,0.00,0.00,3.87,0,316.39,0.00
Yahoo-US,spy kids games online,kids games -YU,exact,0,165,0.00%,0.00,0.00,3.73,0,169.35,0.00
Yahoo-US,wb kids games,kids games -YU,phrase,2,90,2.22%,1.18,2.36,2.04,2,266.59,533.18
Yahoo-US,virtual kids games,kids games -YU,broad,0,62,0.00%,0.00,0.00,3.44,0,336.35,0.00
Yahoo-US,science kids games,kids games -YU,exact,0,96,0.00%,0.00,0.00,2.03,0,174.96,0.00
Yahoo-US,download free kids games,kids games -YU,broad,0,113,0.00%,0.00,0.00,3.96,0,195.00,0.00
Yahoo-US,free kids games disney,kids games -YU,phrase,2,71,2.82%,0.53,1.06,1.90,1,141.79,141.79
Yahoo-US,mini kids games,kids games -YU,exact,0,51,0.00%,0.00,0.00,4.78,0,319.33,0.00
Yahoo-Global,educational kids games online,kids games -YG,exact,1,85,1.18%,1.78,1.78,3.03,0,150.38,0.00
Yahoo-Global,bbc kids games,kids games -YG,broad,0,39,0.00%,0.00,0.00,8.72,0,321.81,0.00
Yahoo-Global,kids games pacman,kids games -YG,exact,0,54,0.00%,0.00,0.00,8.79,0,346.61,0.00
Yahoo-Global,nasa kids games,kids games -YG,phrase,0,100,0.00%,0.00,0.00,7.26,0,254.04,0.00
Yahoo-Global,search kids games,kids games -YG,exact,1,168,0.60%,0.57,0.57,3.45,0,115.35,0.00
Yahoo-Global,on line kids games,kids games -YG,phrase,6,352,1.70%,1.86,11.16,1.26,1,107.49,107.49
Yahoo-Global,dino kids games,kids games -YG,phrase,0,39,0.00%,0.00,0.00,5.27,0,214.30,0.00
Yahoo-Global,best kids games online,kids games -YG,exact,0,46,0.00%,0.00,0.00,6.25,0,174.51,0.00
Yahoo-Global,play kids games online for free,kids games -YG,phrase,0,61,0.00%,0.00,0.00,7.67,0,79.67,0.00
Yahoo-Global,cool kids games online,kids games -YG,broad,6,532,1.13%,0.67,4.02,1.77,1,362.79,362.79
Yahoo-Global,4 kids games,kids games -YG,phrase,23,636,3.62%,0.39,8.97,1.02,5,224.39,1121.93
Yahoo-Global,dora kids games,kids games -YG,broad,1,114,0.88%,1.79,1.79,1.97,0,169.07,0.00
Yahoo-Global,pbs kids games go,kids games -YG,phrase,2,231,0.87%,0.18,0.36,2.63,0,210.62,0.00
Yahoo-Global,fun free kids games,kids games -YG,broad,0,61,0.00%,0.00,0.00,9.94,0,251.28,0.00
Yahoo-Global,internet kids games,kids games -YG,exact,0,50,0.00%,0.00,0.00,4.74,0,338.76,0.00
Yahoo-Global,christian kids games,kids games -YG,phrase,1,73,1.37%,1.36,1.36,4.06,1,217.44,217.44
Yahoo-Global,interactive kids games,kids games -YG,exact,0,56,0.00%,0.00,0.00,4.25,0,213.06,0.00
Yahoo-Global,play free kids games,kids games -YG,exact,2,180,1.11%,0.98,1.96,4.28,1,246.35,246.35
Yahoo-Global,eco kids games,kids games -YG,phrase,0,68,0.00%,0.00,0.00,3.43,0,342.42,0.00
Yahoo-Global,free internet kids games,kids games -YG,phrase,2,141,1.42%,1.47,2.94,3.04,1,310.64,310.64
Yahoo-Global,fox kids games,kids games -YG,broad,1,237,0.42%,0.72,0.72,2.75,0,353.26,0.00
Yahoo-Global,easy kids games online,kids games -YG,phrase,0,88,0.00%,0.00,0.00,8.86,0,172.35,0.00
Yahoo-Global,little kids games online,kids games -YG,phrase,0,45,0.00%,0.00,0.00,3.88,0,233.41,0.00
Yahoo-Global,planets for kids games,kids games -YG,broad,1,401,0.25%,1.29,1.29,5.36,0,373.66,0.00
Yahoo-Global,best kids games,kids games -YG,phrase,1,107,0.93%,0.59,0.59,3.32,0,399.93,0.00
Yahoo-Global,www.kids games,kids games -YG,broad,0,68,0.00%,0.00,0.00,2.24,0,290.24,0.00
Yahoo-Global,spiderman kids games,kids games -YG,phrase,1,81,1.23%,1.84,1.84,2.68,0,137.03,0.00
Yahoo-Global,psp kids games,kids games -YG,exact,9,222,4.05%,0.79,7.11,1.17,2,343.03,686.05
Yahoo-Global,online kids games free,kids games -YG,phrase,0,55,0.00%,0.00,0.00,4.38,0,392.96,0.00
Yahoo-Global,free kids games online to play,kids games -YG,phrase,1,137,0.73%,1.52,1.52,1.29,0,383.94,0.00
Yahoo-Global,learn4good kids games,kids games -YG,exact,1,136,0.74%,0.31,0.31,3.57,0,199.70,0.00
Yahoo-Global,hasbro kids games,kids games -YG,exact,1,206,0.49%,0.96,0.96,1.04,0,139.82,0.00
Yahoo-Global,fun online kids games,kids games -YG,exact,1,181,0.55%,0.42,0.42,4.52,0,178.67,0.00
Yahoo-Global,little kids games free,kids games -YG,phrase,8,720,1.11%,1.50,12.00,3.50,3,355.04,1065.13
Yahoo-Global,dress up kids games,kids games -YG,exact,0,85,0.00%,0.00,0.00,2.33,0,356.47,0.00
Yahoo-Global,computer kids games,kids games -YG,broad,3,486,0.62%,1.46,4.38,4.26,0,142.99,0.00
Yahoo-Global,free kids games educational,kids games -YG,phrase,0,311,0.00%,0.00,0.00,3.97,0,270.15,0.00
Yahoo-Global,kids games online for free preschool,kids games -YG,phrase,0,44,0.00%,0.00,0.00,5.44,0,203.31,0.00
Yahoo-Global,small kids games,kids games -YG,exact,0,29,0.00%,0.00,0.00,9.14,0,232.57,0.00
Yahoo-Global,pb kids games,kids games -YG,broad,0,59,0.00%,0.00,0.00,3.57,0,207.58,0.00
Yahoo-Global,free kids games downloads,kids games -YG,exact,0,46,0.00%,0.00,0.00,9.69,0,286.56,0.00
Yahoo-Global,new kids games,kids games -YG,broad,0,52,0.00%,0.00,0.00,5.60,0,287.76,0.00
Yahoo-Global,kids games online for free boys,kids games -YG,exact,30,2401,1.25%,1.24,37.20,1.92,7,118.25,827.77
